"c_npc_instance","subtitle_de","subtitle_pl","subtitle_name","dialogue_instance_name"
"PC_HERO","Warum? Kann man Freiheit gewinnen oder nicht? Wir sind Sklaven und werden es für den Rest unseres Lebens bleiben.","A co? Możesz wygrać wolność czy już nie? Jesteśmy niewolnikami i zostaniemy nimi do końca życia.","DIA_ROLAND_HELLO1_15_11","DIA_ROLAND_HELLO1"
"NONE_5504_Roland","Halt dein Maul! Dein Ende kommt jetzt. Ich werde in dieser Arena bis zum Ende kämpfen. Niemand hat mich jemals besiegt oder wird es jemals tun!","Zamilcz! Twój kres właśnie nadchodzi. Będę walczył na tej arenie do samego końca. Nikt mnie nigdy nie pokonał i nie pokona!","DIA_ROLAND_HELLO1_03_12","DIA_ROLAND_HELLO1"
"NONE_5504_Roland","Jetzt zücke deine Waffe und zeige, wie viel die Geschichten von Champion Romulus wert sind!","A teraz wyciągaj broń i pokaż ile opowieści o mistrzu Romulusie są warte!","DIA_ROLAND_HELLO1_03_13","DIA_ROLAND_HELLO1"
"PC_HERO","Ich zeige es dir gerne.","Z chęcią ci to pokażę.","DIA_ROLAND_HELLO1_15_14","DIA_ROLAND_HELLO1"
"NONE_5555_Kurier","Lieferung!","Kurier!","DIA_Kurier_DELIVERY_03_01","DIA_Kurier_DELIVERY"
"NONE_5555_Kurier","Romulus?","Romulus?","DIA_Kurier_DELIVERY_03_02","DIA_Kurier_DELIVERY"
"PC_HERO","Ja.","Tak.","DIA_Kurier_DELIVERY_15_03","DIA_Kurier_DELIVERY"
"NONE_5555_Kurier","Eine Sendung für dich. Bereits Bezahlt.","Przesyłka dla pana. Opłacone.","DIA_Kurier_DELIVERY_03_04","DIA_Kurier_DELIVERY"
"NONE_5560_Flamma","Gesegnet seien diejenigen, die sterben werden.","Błogosławieni niech będą ci, którzy idą na śmierć.","DIA_FLAMMA_HELLO1_03_01","DIA_FLAMMA_HELLO1"
"PC_HERO","Bereit?","Gotowy?","DIA_FLAMMA_HELLO1_15_02","DIA_FLAMMA_HELLO1"
"NONE_5560_Flamma","Schon immer mein Junge.","Ja? Zawsze chłopcze.","DIA_FLAMMA_HELLO1_03_03","DIA_FLAMMA_HELLO1"
"NONE_5560_Flamma","Das ist der Repräsentant, den Proxemo ausgewählt hat, um gegen mich zu kämpfen?","Takiego reprezentanta wybrał Proxemo do walki ze mną?","DIA_FLAMMA_HELLO1_03_04","DIA_FLAMMA_HELLO1"
"NONE_5560_Flamma","Sei froh, dass dieser Kampf nicht bis zum Tod geht.","Ciesz się, że ta walka nie toczy się na śmierć i życie.","DIA_FLAMMA_HELLO1_03_05","DIA_FLAMMA_HELLO1"
"PC_HERO","Das könnte ich dir auch sagen.","Mógłbym powiedzieć tobie to samo.","DIA_FLAMMA_HELLO1_15_06","DIA_FLAMMA_HELLO1"
"NONE_5560_Flamma","Denkst du? Ich schätze, sie wollen einen Kampf, also geben wir diesen dreckigen Hyänen, was sie wollen!","Słyszysz? Chyba domagają się walki, zatem dajmy tym parszywym hienom to, co chcą!","DIA_FLAMMA_HELLO1_03_07","DIA_FLAMMA_HELLO1"
"NONE_5560_Flamma","Ich gebe dir keinen Vorsprung!","Nie będę dawał ci forów!","DIA_FLAMMA_HELLO1_03_08","DIA_FLAMMA_HELLO1"
"NONE_5560_Flamma","Ich habe dich unterschätzt, herzlichen Glückwunsch, Junge.","Nie doceniłem cię, gratuluję młody.","DIA_FLAMMA_HELLO2_03_01","DIA_FLAMMA_HELLO2"
"PC_HERO","Danke für den Kampf.","Dzięki za walkę.","DIA_FLAMMA_HELLO2_15_02","DIA_FLAMMA_HELLO2"
"NONE_5560_Flamma","Entschuldigung, aber ich muss meine Waffe aufsammeln…","Wybacz, ale muszę poskładać sobie gnaty…","DIA_FLAMMA_HELLO2_03_03","DIA_FLAMMA_HELLO2"
"NONE_5560_Flamma","Ich habe dir keinen Vorsprung gegeben, weil die Zuschauer es bemerkt hätten.","Nie dawałem ci forów, bo widzowie by to zauważyli.","DIA_FLAMMA_DEFEAT_03_01","DIA_FLAMMA_DEFEAT"
"PC_HERO","Ooh..","Oooo..","DIA_FLAMMA_DEFEAT_15_02","DIA_FLAMMA_DEFEAT"
"NONE_5560_Flamma","Aber du kannst an ihren Jubeln das Potenzial erkennen. Nimm einen Schluck.","Ale widać po twoich ruchach potencjał. Łyknij sobie.","DIA_FLAMMA_DEFEAT_03_03","DIA_FLAMMA_DEFEAT"
"PC_HERO","Wie erging es dir so, nach dem Kampf?","Jak tam po walce?","DIA_FLAMMA_HELLO3_15_01","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Ziemlich gut. Ich mag diesen Ort.","Całkiem nieźle. Podoba mi się to miejsce.","DIA_FLAMMA_HELLO3_03_02","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Ich glaube, ich bleibe länger hier. Ich habe es nicht eilig, nach Hause zu kommen.","Chyba zostanę tu na dłużej. Jakoś nie spieszno mi do domu.","DIA_FLAMMA_HELLO3_03_03","DIA_FLAMMA_HELLO3"
"PC_HERO","Wo wohnst du?","Gdzie mieszkasz?","DIA_FLAMMA_HELLO3_15_04","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Im Süden.","Na południu.","DIA_FLAMMA_HELLO3_03_05","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Speziell auf der Insel Labos.","Konkretnie na wyspie Labos.","DIA_FLAMMA_HELLO3_03_06","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Von vielen eine Wüste am Meer genannt.","Zwanej przez wielu pustynią na oceanie.","DIA_FLAMMA_HELLO3_03_07","DIA_FLAMMA_HELLO3"
"PC_HERO","Ich weiß, ich war einmal mit meinem Vater dort.","Wiem, byłem tam kiedyś z ojcem.","DIA_FLAMMA_HELLO3_15_08","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Wie kommst du hierher? Warum hast du dich entschieden, Gladiator zu werden?","Jak się tu znalazłeś? Dlaczego zdecydowałeś się na bycie Gladiatorem?","DIA_FLAMMA_HELLO3_03_09","DIA_FLAMMA_HELLO3"
"PC_HERO","Ich tat es nicht, ich wurde dazu gezwungen.","Nie zdecydowałem się, zostałem do tego zmuszony.","DIA_FLAMMA_HELLO3_15_10","DIA_FLAMMA_HELLO3"
"PC_HERO","Eines Tages griffen Rezenharts Männer mein Dorf an, weil wir dagegen waren, ihn als Herrscher anzuerkennen.","Pewnego dnia ludzie Rezenharta napadli na moją wioskę, bo sprzeciwialiśmy się uznania go za władcę.","DIA_FLAMMA_HELLO3_15_11","DIA_FLAMMA_HELLO3"
"PC_HERO","Sie haben meine Lieben getötet und mich hierher geschleppt.","Zabili moich bliskich, a mnie zaciągneli tutaj.","DIA_FLAMMA_HELLO3_15_12","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Das tut mir leid.","Bardzo mi przykro.","DIA_FLAMMA_HELLO3_03_13","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Nun, ich bin froh, dass ich dich nicht in dieser Arena töten musste.","Cóż, cieszy mnie to, że nie musiałem cię zabić na tej arenie.","DIA_FLAMMA_HELLO3_03_14","DIA_FLAMMA_HELLO3"
"PC_HERO","Ich bin derjenige, der gewonnen hat.","To ja z tobą wygrałem.","DIA_FLAMMA_HELLO3_15_15","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Und woher weißt du, wie dieser Kampf verlaufen würde, wenn wir beide im Hinterkopf hätten, bis zum Tod zu kämpfen?","A skąd wiesz, jak ta walka potoczyłaby się, gdybyśmy oboje mieli z tylu głowy, że walczymy do śmierci?","DIA_FLAMMA_HELLO3_03_16","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Unabhängig vom Ausgang unseres Kampfes - Ich freue mich, wieder in der Arena kämpfen zu können.","Abstrahując już od wyniku naszej walki - cieszy mnie to, że mogłem jeszcze raz zawalczyć na arenie.","DIA_FLAMMA_HELLO3_03_17","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Diesmal jedoch ohne Angst um dein Leben.","Tym razem nie bojąc się jednak o swoje życie.","DIA_FLAMMA_HELLO3_03_18","DIA_FLAMMA_HELLO3"
"PC_HERO","Bist du der Arena-Champion von Labos?","Jesteś mistrzem areny na Labosie?","DIA_FLAMMA_HELLO3_15_18","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Ehemaliger Champion.","Byłym mistrzem.","DIA_FLAMMA_HELLO3_03_19","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Als ich meine Freiheit erlangte, entschied ich mich, den Titel nicht zu verteidigen. Wer weiß, wann Rezenhart es verbietet.","Kiedy odzyskałem wolność zdecydowałem, że nie będę bronić tytułu. Kto wie kiedy Rezenhart tego nam zabroni.","DIA_FLAMMA_HELLO3_03_20","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Ich wette, dass die Champions ihren Titel bald für den Rest ihres Lebens verteidigen müssen.","Daje sobie rękę uciąć, że niedługo mistrzowie będą musieli bronić tytułu do końca życia.","DIA_FLAMMA_HELLO3_03_21","DIA_FLAMMA_HELLO3"
"PC_HERO","Die Zeit drängt. Ich muss mich auf den nächsten Kampf vorbereiten.","Czas na mnie. Muszę przygotowywać się do kolejnej walki.","DIA_FLAMMA_HELLO3_15_22","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Warte, nimm das.","Zaczekaj, weź to.","DIA_FLAMMA_HELLO3_03_23","DIA_FLAMMA_HELLO3"
"PC_HERO","Was ist das?","Co to takiego?","DIA_FLAMMA_HELLO3_15_24","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Ein Ring, der dir auf deinem Weg helfen soll.","Pierścień, który powinien pomóc ci w twojej dalszej drodze.","DIA_FLAMMA_HELLO3_03_25","DIA_FLAMMA_HELLO3"
"PC_HERO","Du gibst es mir einfach?","Tak po prostu mi go oddajesz?","DIA_FLAMMA_HELLO3_15_26","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Und warum nicht? Nimm ihn Junge.","A czemu nie? Bierz młody.","DIA_FLAMMA_HELLO3_03_27","DIA_FLAMMA_HELLO3"
"PC_HERO","Danke.","Dziękuję.","DIA_FLAMMA_HELLO3_15_28","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Viel Glück in der Arena!","Powodzenia na arenie!","DIA_FLAMMA_HELLO3_03_29","DIA_FLAMMA_HELLO3"
"NONE_5560_Flamma","Ich werde es nicht vergessen.","A! Bo zapomnę.","DIA_FLAMMA_ARMOR_03_01","DIA_FLAMMA_ARMOR"
"PC_HERO","(erwartungsvoll) Ja?","Tak?","DIA_FLAMMA_ARMOR_15_02","DIA_FLAMMA_ARMOR"
"NONE_5560_Flamma","Du wirst dieses Turnier gewinnen, da bin ich mir sicher.","Wygrasz ten turniej, jestem tego pewien.","DIA_FLAMMA_ARMOR_03_03","DIA_FLAMMA_ARMOR"
"NONE_5560_Flamma","Ich werde dich anfeuern, also würde ich dir gerne meine alte Rüstung verkaufen.","Będę ci kibicował, dlatego chętnie odsprzedam ci moją starą zbroję.","DIA_FLAMMA_ARMOR_03_04","DIA_FLAMMA_ARMOR"
"NONE_5560_Flamma","Die, die ich jetzt trage, ist besser als diese, also brauche ich sie nicht.","Ta którą mam obecnie na sobie jest od niej lepsza, dlatego tamtej nie potrzebuję.","DIA_FLAMMA_ARMOR_03_05","DIA_FLAMMA_ARMOR"
"NONE_5560_Flamma","Ich verkaufe sie, weil ich meine Finanzen absichern muss. Schwere Zeiten stehen bevor.","Sprzedaję, bo muszę zabezpieczyć swoje finanse. Zbliżają się ciężkie czasy.","DIA_FLAMMA_ARMOR_03_06","DIA_FLAMMA_ARMOR"
"PC_HERO","Wie viel willst du für diese Rüstung?","Ile chcesz za ten pancerz?","DIA_FLAMMA_ARMOR_15_07","DIA_FLAMMA_ARMOR"
"NONE_5560_Flamma","2750 Gold. Lass mich wissen, wenn du interessiert bist.","2750 sztuk złota. Daj znać kiedy będziesz zainteresowany.","DIA_FLAMMA_ARMOR_03_08","DIA_FLAMMA_ARMOR"
"PC_HERO","Ich möchte diese Rüstung kaufen.","Chciałbym kupić ten pancerz.","DIA_FLAMMA_ARMORBUY_15_01","DIA_FLAMMA_ARMORBUY"
"NONE_5560_Flamma","Bitte, viel Spaß damit.","Proszę bardzo, niech ci służy.","DIA_FLAMMA_ARMORBUY_03_02","DIA_FLAMMA_ARMORBUY"
"NONE_5560_Flamma","Du hast nicht genug Gold!","Nie masz tyle złota!","DIA_FLAMMA_ARMORBUY_03_03","DIA_FLAMMA_ARMORBUY"
"PC_HERO","Bist du Garg?","Czy to ty jesteś Garg?","DIA_Garg_HELLO1_15_01","DIA_Garg_HELLO1"
"NONE_5660_Garg","Ja, was ist los, Junge?","Tak, a o co chodzi knypku?","DIA_Garg_HELLO1_03_02","DIA_Garg_HELLO1"
"PC_HERO","Ich muss deinen Platz im Turnier einnehmen. Schnapp dir deine Waffe!","Muszę odebrać ci miejsce w turnieju. Łap za broń!","DIA_Garg_HELLO1_15_03","DIA_Garg_HELLO1"
"NONE_5660_Garg","Ich werde dir deinen Kopf mit vergnügen abschlagen!","Z chęcią odrąbię ci łeb!","DIA_Garg_HELLO1_03_04","DIA_Garg_HELLO1"
"NONE_5660_Garg","Aua, mein Kopf!","Ała, mój łeb!","DIA_Garg_HELLO2_03_01","DIA_Garg_HELLO2"
"NONE_5660_Garg","Warum starrst du!? Du hast gewonnen, viel Spaß!","No co się tak gapisz!? Wygrałeś, ciesz się!","DIA_Garg_HELLO2_03_02","DIA_Garg_HELLO2"
"PC_HERO","Hallo. Weißt du, wo ich Garg finden kann?","Witaj. Wiesz może, gdzie znajdę Garga?","DIA_Karczmarz_WHEREGARG_15_01","DIA_Karczmarz_WHEREGARG"
"NONE_5122_Karczmarz","Normalerweise sitzt er am Feuer in der Nähe der Taverne.","Zazwyczaj przesiaduje przy ognisku koło karczmy.","DIA_Karczmarz_WHEREGARG_03_02","DIA_Karczmarz_WHEREGARG"
"PC_HERO","Danke!","Dzięki!","DIA_Karczmarz_WHEREGARG_15_03","DIA_Karczmarz_WHEREGARG"
"PC_HERO","Ich brauche deine Hilfe.","Potrzebuję pomocy.","DIA_Karczmarz_NEEDHELP_15_01","DIA_Karczmarz_NEEDHELP"
"NONE_5122_Karczmarz","(seufzt) Was ist denn?","O co chodzi?","DIA_Karczmarz_NEEDHELP_03_02","DIA_Karczmarz_NEEDHELP"
"PC_HERO","Mein nächster Kampf ist ein Drei-gegen-Drei-Teamkampf.","Moją następną walką jest walka drużynowa trzech na trzech.","DIA_Karczmarz_NEEDHELP_15_03","DIA_Karczmarz_NEEDHELP"
"NONE_5122_Karczmarz","Und du hast keine Kampfgefährten, oder?","I pewnie nie masz kompanów do walki?","DIA_Karczmarz_NEEDHELP_03_04","DIA_Karczmarz_NEEDHELP"
"PC_HERO","(bedächtig) Genau.","Dokładnie.","DIA_Karczmarz_NEEDHELP_15_05","DIA_Karczmarz_NEEDHELP"
"NONE_5122_Karczmarz","Sprich mit Tragor und Robert. Diese Betrunkenen haben sowieso nichts zu tun, und für den richtigen Preis werden sie bereit sein, dir zu helfen.","Pogadaj z Tragorem i Robertem. Te pijaczyny i tak nie mają co robić, a za odpowiednią opłatą na pewno zgodzą się ci pomóc.","DIA_Karczmarz_NEEDHELP_03_06","DIA_Karczmarz_NEEDHELP"
"PC_HERO","Danke.","Dziękuję.","DIA_Karczmarz_NEEDHELP_15_07","DIA_Karczmarz_NEEDHELP"
"NONE_5122_Karczmarz","Psst! Willst du dir einen Vorteil gegenüber deinen Konkurrenten verschaffen?","Pssst! Chcesz zdobyć przewagę nad rywalami?","DIA_Karczmarz_SELLINFO_03_01","DIA_Karczmarz_SELLINFO"
"PC_HERO","Was für eine Frage! Sicher.","Pytanie! Pewnie.","DIA_Karczmarz_SELLINFO_15_02","DIA_Karczmarz_SELLINFO"
"NONE_5122_Karczmarz","Gegen etwas Gold verrate ich dir, welche Waffen dein nächster Gegner trägt.","Za opłatą powiem ci, jakie uzbrojenie nosi twój następny przeciwnik.","DIA_Karczmarz_SELLINFO_03_03","DIA_Karczmarz_SELLINFO"
"PC_HERO","Was weißt du über meinen nächsten Gegner?","Co wiesz o moim następnym przeciwniku?","DIA_Karczmarz_ENEMYEQ_15_01","DIA_Karczmarz_ENEMYEQ"
"NONE_5122_Karczmarz","Leider habe ich dazu keine Informationen.","Niestety nie mam żadnych informacji na ten temat.","DIA_Karczmarz_ENEMYEQ_03_02","DIA_Karczmarz_ENEMYEQ"
"NONE_5122_Karczmarz","Du hast nicht genug Gold.","Nie masz dość złota.","DIA_Karczmarz_ENEMYEQ_03_03","DIA_Karczmarz_ENEMYEQ"
"PC_HERO","Ich könnte dich und deine Axt gebrauchen.","Potrzebuję twojej pomocy.","DIA_Tragor_HELLO1_15_01","DIA_Tragor_HELLO1"
"NONE_5705_Tragor","Meine Axt? Sehe ich aus wie jemand, der dir helfen wird?","Mojej? A ja ci wyglądam na kogoś kto ma zamiar tobie pomagać?","DIA_Tragor_HELLO1_03_02","DIA_Tragor_HELLO1"
"PC_HERO","Ein bisschen.","Trochę.","DIA_Tragor_HELLO1_15_03","DIA_Tragor_HELLO1"
"NONE_5705_Tragor","Womit kann ich dir helfen?","A w czym mam ci pomóc?","DIA_Tragor_HELLO1_03_04","DIA_Tragor_HELLO1"
"PC_HERO","Eigentlich brauche ich deine und die Hilfe deines Freundes. Ein Kampf erwartet mich…","Właściwie to potrzebuję pomocy twojej i twojego kolegi. Czeka mnie walka…","DIA_Tragor_HELLO1_15_05","DIA_Tragor_HELLO1"
"NONE_5705_Tragor","Augenblick! Ja! Du bist ein Gladiator…","Zaraz, zaraz! No tak! Gladiatorem jesteś…","DIA_Tragor_HELLO1_03_06","DIA_Tragor_HELLO1"
"NONE_5705_Tragor","Ich versuche herauszufinden, woher ich dein Gesicht kenne!","A jak tak się gapię na ciebie i próbuję skumać, skąd znam twoją facjatę!","DIA_Tragor_HELLO1_03_07","DIA_Tragor_HELLO1"
"PC_HERO","Ja, ich bin ein Gladiator und stehe vor einem Drei-gegen-Drei-Teamkampf und habe keine Gefährten.","Tak, jestem Gladiatorem i czeka mnie walka drużynowa trzech na trzech, a nie mam kompanów.","DIA_Tragor_HELLO1_15_08","DIA_Tragor_HELLO1"
"NONE_5705_Tragor","Mann! Wir werden in der Arena auf Leben und Tod kämpfen? Dazu bin ich nicht bereit!","Człowieku! Mamy walczyć na śmierć i życie na arenie? JA się na to nie piszę!","DIA_Tragor_HELLO1_03_09","DIA_Tragor_HELLO1"
"NONE_5705_Tragor","Sprich mit Robert. Dieser ist ständig deprimiert und kümmert sich wahrscheinlich nicht darum!","Pogadaj z Robertem. Ten to ma wieczną depresję i pewnie mu wszystko jedno!","DIA_Tragor_HELLO1_03_10","DIA_Tragor_HELLO1"
"NONE_5705_Tragor","IN EINER MINUTE! Ich lasse diesen Idioten nicht allein. Ich bin auch bei dir.","ZARAZ! Nie zostawię tego debila samego. Też jestem z tobą.","DIA_TRAGOR_HELLO2_03_01","DIA_TRAGOR_HELLO2"
"PC_HERO","Das freut mich zu hören.","Miło mi to słyszeć.","DIA_TRAGOR_HELLO2_15_02","DIA_TRAGOR_HELLO2"
"PC_HERO","Ich werde jetzt zum Arenaleiter zurückkehren und ihn wissen lassen, dass ich gute Begleiter habe, um zu helfen.","Wrócę teraz do zarządcy areny, niech wie, że mam takich dobrych kompanów do pomocy.","DIA_TRAGOR_HELLO2_15_03","DIA_TRAGOR_HELLO2"
"NONE_5705_Tragor","Warum sollte ich mich überreden lassen?","I po co dałem się przekonać?","DIA_TRAGOR_WON_03_01","DIA_TRAGOR_WON"
"NONE_5705_Tragor","Jeder sollte gleich viel bekommen. Gib mir und Robert unseren Anteil.","Każdy powinien otrzymać po równo. Daj mi moją działkę i Roberta.","DIA_TRAGOR_WON_03_02","DIA_TRAGOR_WON"
"PC_HERO","Bitte, ich denke, das war's.","Proszę, to chyba tyle.","DIA_TRAGOR_WON_15_03","DIA_TRAGOR_WON"
"NONE_5705_Tragor","Ich werde es in der Taverne versaufen…","Idę to przepić w karczmie…","DIA_TRAGOR_WON_03_04","DIA_TRAGOR_WON"
"NONE_5705_Tragor","Siehst du? Auf deine Kameraden kannst du dich verlassen, dann gib mir mal meinen Anteil.","Widzisz na jakich trafiłeś kompanów? To daj mi moją działkę.","DIA_TRAGOR_WON_03_05","DIA_TRAGOR_WON"
"NONE_5706_Robert","Ja, das habe ich auch gehört.","Tak, tak słyszałem.","DIA_ROBERT_HELLO1_03_01","DIA_ROBERT_HELLO1"
"NONE_5706_Robert","Ich kann dir sagen, dass ich schon lange nicht mehr einen so kräftigen Anfall von Aufregung und Adrenalin erlebt hatte.","Powiem ci, że dawno nie miałem takiego solidnego zastrzyku emocji i adrenalinki.","DIA_ROBERT_HELLO1_03_02","DIA_ROBERT_HELLO1"
"NONE_5706_Robert","Ich bin dabei und helfe dir.","Wchodzę w to, pomogę ci.","DIA_ROBERT_HELLO1_03_03","DIA_ROBERT_HELLO1"
"NONE_5706_Robert","Ich bin sowieso so selbstbewusst, ich würde deine Gegner selbst ficken.","I tak jestem tak pewny siebie, że sam bym tych twoich przeciwników najebał.","DIA_ROBERT_HELLO1_03_04","DIA_ROBERT_HELLO1"
"PC_HERO","Nun, willkommen.","No to witam w składzie.","DIA_ROBERT_HELLO1_15_05","DIA_ROBERT_HELLO1"
"NONE_5706_Robert","Und was ist die Bezahlung?","A jaka jest zapłata?","DIA_ROBERT_HELLO1_03_06","DIA_ROBERT_HELLO1"
"NONE_5706_Robert","Weißt du, ohne Wasser wächst nicht einmal Gras, und ohne Geld bekommt niemand einen Schlag ins Gesicht, zumindest nicht von mir.","Bo wiesz, bez wody to nawet trawa nie urośnie, a bez pieniędzy to nawet w mordę nikt nie dostanie, przynajmniej ode mnie.","DIA_ROBERT_HELLO1_03_07","DIA_ROBERT_HELLO1"
"NONE_5706_Robert","Nun, es sei denn, du hast das Geld und ich werde es dir wegnehmen, indem ich dir ins Gesicht schlage…","No chyba, że ma te pieniądze i przywalając mu w mordę zabiorę mu…","DIA_ROBERT_HELLO1_03_08","DIA_ROBERT_HELLO1"
"PC_HERO","IN ORDNUNG! Du wirst etwas bekommen. Ich bin mir sicher, dass die Bezahlung sowieso fair sein wird, also teile ich, keine Sorge.","DOBRA! Dostaniesz coś. Pewnie i tak zapłata będzie godziwa, więc podzielę się, nie martw się.","DIA_ROBERT_HELLO1_15_09","DIA_ROBERT_HELLO1"
"NONE_5706_Robert","Ich warte dann in der Arena.","No to będę czekać na arenie.","DIA_ROBERT_HELLO1_03_10","DIA_ROBERT_HELLO1"
"NONE_5706_Robert","Ich lasse mich nicht verarschen. Gib mir das Gold, ich will mich betrinken.","To już bym wolał, by mnie zajebali. Daj mi złoto, idę się nachlać.","DIA_ROBERT_WON_03_01","DIA_ROBERT_WON"
"NONE_5706_Robert","Ha! Siehst du? Ich habe den Kampf überstanden. Jetzt gib mir meinen Anteil.","Ha! Widzisz? Nawet sam bym sobie poradził. A teraz daj mi moją działkę.","DIA_ROBERT_WON_03_02","DIA_ROBERT_WON"
"NONE_5710_Poltar","Du bist der Gladiator, der uns helfen soll?","To ty jesteś tym gladiatorem, który ma nam pomóc?","DIA_Poltar_HELLO1_03_01","DIA_Poltar_HELLO1"
"PC_HERO","(bedächtig) Genau.","Dokładnie.","DIA_Poltar_HELLO1_15_02","DIA_Poltar_HELLO1"
"NONE_5710_Poltar","Machen wir uns an die Arbeit. Hinter dieser Tür sollten einige Crawler sein.","No to zabierajmy się do roboty. Za tymi drzwiami powinno być kilka pełzaczy.","DIA_Poltar_HELLO1_03_03","DIA_Poltar_HELLO1"
"NONE_5710_Poltar","Dann lass es uns Erledigen.","Do dzieła.","DIA_Poltar_HELLO1_03_04","DIA_Poltar_HELLO1"
"NONE_5710_Poltar","So Mission erledigt. So viele waren es ja nicht.","No to po robocie. Nie było tego aż tak dużo.","DIA_Poltar_HELLO2_03_01","DIA_Poltar_HELLO2"
"NONE_5710_Poltar","Du kannst weiter nach oben gehen. Dieser Weg führt dich zum Steilhang, von dort aus hat man eine schöne Aussicht.","Możesz pójść dalej w górę. Ta ścieżka zaprowadzi cię do skarpy, niezły z niej widok.","DIA_Poltar_HELLO2_03_02","DIA_Poltar_HELLO2"
"PC_HERO","Was ist, wenn dort ein Crawler ist?","A co jak będzie tam jakiś pełzacz?","DIA_Poltar_HELLO2_15_03","DIA_Poltar_HELLO2"
"NONE_5710_Poltar","Es wird kein Crawler da sein. Wenn ja, hätte er gehört, dass wir seine Freunde töten, hehe.","Nikogo tam nie będzie. Jakby był, to by usłyszał, że zabijamy jego kolegów, hehe.","DIA_Poltar_HELLO2_03_04","DIA_Poltar_HELLO2"
"NONE_5710_Poltar","Wir kehren ins Dorf zurück.","Wracamy do wioski.","DIA_Poltar_HELLO2_03_05","DIA_Poltar_HELLO2"
"NONE_5981_GATEGUARD","Du darfst die Stadt nicht betreten!","Nie masz wstępu do miasta!","DIA_GATEGUARD_HELLO1_03_01","DIA_GATEGUARD_HELLO1"
"NONE_5981_GATEGUARD","Und wo willst du hin?","A gdzie się wybieracie?","DIA_GATEGUARD_HELLO2_03_01","DIA_GATEGUARD_HELLO2"
"PC_HERO","Auf die Jagd. Ich arbeite für einen Jäger.","Na polowanie. Pracuję dla myśliwego.","DIA_GATEGUARD_HELLO2_15_02","DIA_GATEGUARD_HELLO2"
"NONE_5981_GATEGUARD","Ich hoffe es, sonst landest du im Sand.","Oby tak było, bo inaczej skończysz w piachu.","DIA_GATEGUARD_HELLO2_03_03","DIA_GATEGUARD_HELLO2"
"PC_HERO","Was schaust du dir da an?","Co tak oglądasz?","DIA_Architekt_HELLO1_15_01","DIA_Architekt_HELLO1"
"NONE_600_Architekt","Ich schaue mir diese Säulen an.","A patrzę na te kolumny.","DIA_Architekt_HELLO1_03_02","DIA_Architekt_HELLO1"
"PC_HERO","Ja, ziemlich beachtlich. Waren sie schon hier, als die Männer des Königs hierher kamen?","Dosyć pokaźne. Były tu, gdy jak ludzie Króla tu przybyli?","DIA_Architekt_HELLO1_15_03","DIA_Architekt_HELLO1"
